sa2_code_2021,median_weekly_rent,uni_share,uni_students,total_students,overseas_share,p_australia_tot,p_tot_tot,intl_student_proxy,suburb
202011018,280,0.1335110249575963,551,4127,0.18608078236988412,12151,14929,0.02484383597911465,SA2_202011018
202011019,280,0.07626416137054436,276,3619,0.14835122403274384,11028,12949,0.011313881689150955,SA2_202011019
202011020,295,0.15773968934118907,589,3734,0.1647841006577066,11683,13988,0.02599299284611387,SA2_202011020
202011021,290,0.218436873747495,654,2994,0.14284200487443044,8089,9437,0.031201960984595024,SA2_202011021
202011022,290,0.087248322147651,494,5662,0.16295205056313264,17614,21043,0.014217293002152511,SA2_202011022
202011023,380,0.08579545454545455,151,1760,0.08408843783979703,5054,5518,0.007214405746482586,SA2_202011023
202011024,400,0.10099857346647646,354,3505,0.11773486332680287,9457,10719,0.011891053243277666,SA2_202011024
202011025,330,0.08400718778077268,374,4452,0.14640730998200194,12331,14446,0.012299266382135831,SA2_202011025
202021026,320,0.08399366085578447,212,2524,0.12416107382550336,7308,8344,0.010428743126389348,SA2_202021026
202021027,310,0.08921399885255307,311,3486,0.20022903453136012,9079,11352,0.017863232856928573,SA2_202021027
202021028,280,0.0910267471958585,211,2318,0.1886178861788618,7485,9225,0.017169272641820468,SA2_202021028
202021029,260,0.049429657794676805,65,1315,0.22718293164757014,3912,5062,0.011229574568130844,SA2_202021029
202021030,351,0.09805924412665985,288,2937,0.21122893391403144,8331,10562,0.02071294959729011,SA2_202021030
202021031,392,0.10834371108343711,261,2409,0.20870549754686124,6290,7949,0.022611928127742126,SA2_202021031
202031032,230,0.06589673913043478,97,1472,0.16234292663153627,4133,4934,0.010697869485909658,SA2_202031032
202031033,170,0.04541015625,93,2048,0.2053779667992866,5792,7289,0.009326245562662917,SA2_202031033
203011034,386,0.07589461266220998,193,2543,0.13154500902759866,6734,7754,0.009983557507796515,SA2_203011034
203011035,308,0.0742393509127789,183,2465,0.16113919368758475,6804,8111,0.011962869145974851,SA2_203011035
203011036,300,0.0889348500517063,172,1934,0.15436951920169337,5593,6614,0.013728830042756596,SA2_203011036
203021037,350,0.20722610722610724,889,4290,0.21042818139441966,11857,15017,0.04360621288103475,SA2_203021037
203021039,340,0.2841057868551977,1085,3819,0.2346712085308057,10335,13504,0.06667144835190474,SA2_203021039
203021040,335,0.18902027027027027,1119,5920,0.19099056603773584,17151,21200,0.03610108841152473,SA2_203021040
203021042,365,0.27174579806158755,2215,8151,0.2188150120662395,18775,24034,0.05946206008179616,SA2_203021042
203021043,370,0.09157724533294134,623,6803,0.20781092376423116,16491,20817,0.019030751948422166,SA2_203021043
203021044,375,0.11108056090184218,404,3637,0.1675708257986739,11048,13272,0.018613861320501583,SA2_203021044
203021045,300,0.09979838709677419,396,3968,0.21193894709610658,12185,15462,0.02115116508317999,SA2_203021045
203021046,360,0.17408536585365852,571,3280,0.1777884155098133,8588,10445,0.03095036135856811,SA2_203021046
203021047,340,0.13136209403780902,542,4126,0.32681228236783794,10633,15795,0.042930745769114924,SA2_203021047
203021485,420,0.20107418596844578,599,2979,0.21970873786407766,8037,10300,0.044177755616174055,SA2_203021485
203021486,280,0.08103975535168195,477,5886,0.3298226466575716,12281,18325,0.026728746594573843,SA2_203021486
203021487,390,0.2026990185387132,1487,7336,0.21556354238177927,19425,24763,0.043694518473514965,SA2_203021487
203021488,254,0.07048940832724616,193,2738,0.3689095127610209,5712,9051,0.02600421328081703,SA2_203021488
203031048,380,0.11310216430067489,486,4297,0.18699767815681373,13656,16797,0.021149842118736672,SA2_203031048
203031049,390,0.13994743758212877,213,1522,0.19136990696182227,5041,6234,0.02678172810963741,SA2_203031049
203031051,340,0.08187134502923976,168,2052,0.24150587248322147,7233,9536,0.019772410612661405,SA2_203031051
203031052,400,0.125,150,1200,0.18155462946185905,4517,5519,0.02269432868273238,SA2_203031052
203031053,500,0.13034491667743187,1009,7741,0.1695858901938473,20434,24607,0.022104658726985135,SA2_203031053
203031489,420,0.1424449108079748,543,3812,0.19174093355686933,9160,11333,0.027312520178746077,SA2_203031489
203031490,420,0.11458895484799424,637,5559,0.16190574404454985,16254,19394,0.018552609993951835,SA2_203031490
204011054,250,0.07269279393173199,115,1582,0.19537199765670768,5494,6828,0.014202136365689877,SA2_204011054
204011055,250,0.05459610027855153,98,1795,0.19575267263796592,5567,6922,0.010687332545136858,SA2_204011055
204011056,330,0.08966732760519938,407,4539,0.17297436226948532,12871,15563,0.01551014880891838,SA2_204011056
204011057,320,0.04926590538336052,151,3065,0.20414566891699154,8370,10517,0.010057421209287348,SA2_204011057
204011058,285,0.05509641873278237,60,1089,0.19594445668944235,3648,4537,0.010795837834129055,SA2_204011058
204011059,250,0.06232914160743576,114,1829,0.2056629623991475,5218,6569,0.0128187959067812,SA2_204011059
204011060,265,0.10091047040971168,133,1318,0.18342303552206674,3793,4645,0.01850930479850901,SA2_204011060
204011061,260,0.0,0,87,0.2647058823529412,175,238,0.0,SA2_204011061
204011062,300,0.050434782608695654,58,1150,0.2415112386417982,3172,4182,0.01218056681845591,SA2_204011062
204021063,250,0.05590994371482176,149,2665,0.18628719275549807,8806,10822,0.010415306461752049,SA2_204021063
204021064,220,0.03946002076843198,38,963,0.1708542713567839,3135,3781,0.006741913096114007,SA2_204021064
204021065,243,0.06622516556291391,70,1057,0.11860637509266123,3567,4047,0.00785472682732856,SA2_204021065
204021066,260,0.07630597014925374,409,5360,0.15712704959259632,16758,19882,0.011989731955852966,SA2_204021066
204021067,250,0.05858208955223881,157,2680,0.14760705289672543,8460,9925,0.00864712959133802,SA2_204021067
204031068,300,0.07296137339055794,102,1398,0.1712795828319294,4132,4986,0.012496793597179399,SA2_204031068
204031069,298,0.08730476571886263,218,2497,0.23374143547118947,6822,8903,0.020406741262602845,SA2_204031069
204031070,260,0.06526806526806526,56,858,0.15954773869346733,2676,3184,0.010413372222417448,SA2_204031070
204031071,250,0.08530405405405406,101,1184,0.20273972602739726,3783,4745,0.017294520547945207,SA2_204031071
204031072,210,0.05263157894736842,86,1634,0.17817947062621045,5092,6196,0.009377866875063708,SA2_204031072
204031073,290,0.07542632269348491,345,4574,0.15029877890361132,13082,15396,0.01133648419802053,SA2_204031073
204031075,280,0.0754017305315204,122,1618,0.14307603907297453,4474,5221,0.01078818094369771,SA2_204031075
204031491,385,0.08713010803193988,371,4258,0.14501486930662075,10925,12778,0.012635161228923508,SA2_204031491
