sa2_code_2021,median_weekly_rent,avg_hh_size,uni_share,overseas_share,intl_student_proxy,log_rent,log_proxy,log_uni,log_os,proxy_sq,D_inner,D_middle,D_high_os,proxy_x_highos
206041503,375,1.7,0.4275895925380461,0.6934402924451666,0.2965078520960923,5.926926025970411,-1.2156815782775032,-0.849591439374303,-0.3660901389032001,1.477881699763281,1,0,1,-1.2156815782775032
206041504,361,1.7,0.5691165059306064,0.8390041493775934,0.47749110995505645,5.8888779583328805,-0.7392097371298371,-0.563670110225553,-0.17553962690428393,0.5464310354675628,1,0,1,-0.7392097371298371
206041505,376,1.7,0.4381849050779441,0.7731978527607362,0.33880362771843336,5.929589143389895,-1.082334608710107,-0.8251142999769862,-0.2572203087331208,1.1714482052116602,1,0,1,-1.082334608710107
206041506,381,2.0,0.4107488702388638,0.5116710366438575,0.21016830023541275,5.942799375126701,-1.5598466395455224,-0.8897732725521361,-0.6700733669933864,2.433121538901459,1,0,1,-1.5598466395455224
206041508,430,1.8,0.3559133814547474,0.6483057403682501,0.2307406882709874,6.063785208687608,-1.466460760601998,-1.033067888255286,-0.43339287234671203,2.15050716238539,1,0,1,-1.466460760601998
206041509,408,1.8,0.44504612916165265,0.675051239053475,0.3004289409265265,6.0112671744041615,-1.2025440224326607,-0.8095773411509092,-0.39296668128175155,1.4461121258885234,1,0,1,-1.2025440224326607
206041510,390,1.9,0.4033519553072626,0.5891753961858716,0.2376450480705024,5.966146739123692,-1.4369771132084226,-0.9079457599419744,-0.5290313532664483,2.0649032238848117,1,0,1,-1.4369771132084226
206051128,493,2.1,0.2413711021185432,0.3849605055292259,0.0929183414917008,6.20050917404269,-2.376034220015578,-1.4214196870182536,-0.9546145329973246,5.6455386146850355,1,0,1,-2.376034220015578
206051129,415,1.9,0.23578050613881232,0.3223107031988123,0.07599458073417248,6.028278520230698,-2.5770932473675185,-1.4448539654633543,-1.1322392819041642,6.6414096056272625,1,0,1,-2.5770932473675185
206051130,522,2.1,0.17286382664368383,0.3433794466403162,0.0593578851370357,6.257667587882639,-2.8241703085030507,-1.7552511236604866,-1.0689191848425639,7.975937931430217,1,0,1,-2.8241703085030507
206051134,384,1.9,0.27931722456218133,0.3796875988111048,0.10605328630059678,5.950642552587727,-2.243813610232836,-1.2754071374628722,-0.9684064727699639,5.034699517466113,1,0,1,-2.243813610232836
206051511,585,2.1,0.22135007849293564,0.5799685369690614,0.1283760811815348,6.371611847231857,-2.052791188712134,-1.508009765193995,-0.544781423518139,4.213951664454176,1,0,1,-2.052791188712134
206051512,421,1.9,0.2516254876462939,0.4069101171641153,0.10238895665963109,6.042632833682381,-2.2789764173132228,-1.3798134570358074,-0.8991629602774155,5.193733510669812,1,0,1,-2.2789764173132228
206051513,381,1.7,0.27241847826086957,0.4571982794973433,0.12454925956415398,5.942799375126701,-2.083053982179985,-1.3004158719822523,-0.7826381101977324,4.339113892675893,1,0,1,-2.083053982179985
206051514,392,1.7,0.24119947848761408,0.4606003752345216,0.11109657029776596,5.971261839790462,-2.197355453220201,-1.4221309762889314,-0.7752244769312693,4.828370987796554,1,0,1,-2.197355453220201
206061135,421,2.0,0.2982456140350877,0.3273350471293916,0.09762624212630977,6.042632833682381,-2.326608947458315,-1.209837923778334,-1.1167710236799808,5.413109194393089,1,0,1,-2.326608947458315
206061136,421,1.8,0.3535777385159011,0.36618023955227785,0.12947318099010532,6.042632833682381,-2.04428151589151,-1.0396519068863042,-1.0046296090052063,4.179086916215691,1,0,1,-2.04428151589151
206061138,490,2.1,0.2779955207166853,0.3711881417432255,0.10318864074776678,6.194405391104672,-2.2711965022664296,-1.280150277951217,-0.9910462243152125,5.158333551907264,1,0,1,-2.2711965022664296
206061515,426,1.6,0.43267678398450116,0.5000893495353824,0.21637705146187036,6.054439346269371,-1.5307327844822032,-0.8377642870282457,-0.6929684974539575,2.343142857488639,1,0,1,-1.5307327844822032
206061516,395,1.8,0.3272196748645269,0.4246906127377,0.1389671242180469,5.978885764901122,-1.9735178902427928,-1.117123545057286,-0.8563943451855068,3.894772863108364,1,0,1,-1.9735178902427928
206071139,425,1.9,0.3654441007512152,0.39403609154929575,0.14399816513975588,6.052089168924417,-1.937954721572346,-1.006641950609846,-0.9313127709625,3.755668502864549,1,0,1,-1.937954721572346
206071140,541,2.3,0.43089074155331286,0.26105546054238943,0.11248638097965179,6.293419278846481,-2.184923122624419,-0.8419007208912184,-1.3430224017332009,4.773889051778842,1,0,0,-0.0
206071141,425,1.9,0.3371996685998343,0.41616733849003157,0.1403314886209137,6.052089168924417,-1.9637478792734067,-1.0870800356549366,-0.8766678436184702,3.856305733350802,1,0,1,-1.9637478792734067
206071142,451,2.0,0.3125,0.39746908254242164,0.12420908829450676,6.111467339502679,-2.085788937485927,-1.1631508098056809,-0.9226381276802462,4.350515491738673,1,0,1,-2.085788937485927
206071143,481,2.2,0.34138625251653726,0.28925749158907754,0.09874853106592897,6.175867270105761,-2.315178750593276,-1.0747407373981934,-1.2404380131950825,5.360052647198642,1,0,0,-0.0
206071145,500,2.3,0.27196500182282174,0.2510400811770675,0.06827411613492249,6.214608098422191,-2.6842245573682297,-1.3020818907338423,-1.3821426666343872,7.2050614743786685,1,0,0,-0.0
206071517,508,2.1,0.3438170121515368,0.2824967460811499,0.09712718718015233,6.230481447578482,-2.331733951318512,-1.06764570455972,-1.2640882467587922,5.43698321973144,1,0,0,-0.0
206071518,400,1.9,0.3322928490351873,0.4256868825268623,0.14145270699175816,5.991464547107982,-1.9557898439715278,-1.1017386234583528,-0.854051220513175,3.825113913782173,1,0,1,-1.9557898439715278
207011146,455,2.8,0.21467181467181468,0.307092555331992,0.06592411612532338,6.12029741895095,-2.719250954108761,-1.538644860443001,-1.1806060936657599,7.394325751421407,0,1,1,-2.719250954108761
207011147,461,2.6,0.2551416375630578,0.47027160799356554,0.1199858681628907,6.133398042996649,-2.120381308444214,-1.3659364466004456,-0.7544448618437682,4.496016893199596,0,1,1,-2.120381308444214
207011148,554,2.9,0.23165647581989995,0.4576054537707712,0.10600726673650301,6.317164686747284,-2.244247633101843,-1.4624997123196297,-0.7817479207822134,5.036647438683225,0,1,1,-2.244247633101843
207011149,490,2.6,0.2653828794945088,0.3398172569706104,0.09018168215678601,6.194405391104672,-2.4059289528388628,-1.3265816674748454,-1.0793472853640176,5.788494126108307,0,1,1,-2.4059289528388628
207011150,522,2.7,0.24306688417618272,0.29039158595281955,0.070584577988532,6.257667587882639,-2.6509436004336706,-1.4144186299907522,-1.2365249704429184,7.027501972680232,0,1,0,-0.0
207011152,411,2.2,0.3051524710830705,0.3418770721754654,0.1043246333809885,6.018593214496234,-2.2602477667116205,-1.1869437220953027,-1.0733040446163178,5.108719966924868,0,1,1,-2.2602477667116205
207011154,466,2.7,0.24293243890752275,0.30345572354211664,0.07371923902053336,6.144185634125646,-2.607491468798451,-1.4149719034860175,-1.1925195653124336,6.799011759856704,0,1,1,-2.607491468798451
207011155,475,2.7,0.2487936691758348,0.3102107375815354,0.07717846762065221,6.163314804034641,-2.56163477768687,-1.3911313638756009,-1.170503413811269,6.561972734254861,0,1,1,-2.56163477768687
207011519,401,2.2,0.37069753274444106,0.2885743174924166,0.10697378750784982,5.993961427306569,-2.2351714510940415,-0.9923688245140655,-1.242802626579976,4.995991415785843,0,1,0,-0.0
207011520,400,2.0,0.38393574297188754,0.34640796186334366,0.13299839820938014,5.991464547107982,-2.0174181943714022,-0.957280076407352,-1.0601381179640506,4.069976170980769,0,1,1,-2.0174181943714022
207011521,501,2.6,0.2849519743863394,0.3293681579174209,0.09385410689856072,6.2166061010848646,-2.3660137566666792,-1.2554346238381726,-1.1105791328285068,5.598021096735972,0,1,1,-2.3660137566666792
207011522,456,2.5,0.25119077463023315,0.3455019556714472,0.0867869038813713,6.1224928095143865,-2.4442995456416305,-1.3815425702605966,-1.062756975381034,5.974600268823882,0,1,1,-2.4442995456416305
207021156,460,2.6,0.23055841041452552,0.43883426344228893,0.10117693021468326,6.131226489483141,-2.290884510421629,-1.4672510412093869,-0.8236334692122421,5.248151840089747,0,1,1,-2.290884510421629
207021157,450,2.4,0.2449245939675174,0.579592165712904,0.14195637585398707,6.1092475827643655,-1.9522354808761064,-1.406804895535729,-0.5454305853403776,3.8112233727915625,0,1,1,-1.9522354808761064
207021159,513,2.8,0.19821162444113263,0.4546151125780974,0.09010999995959307,6.240275845170769,-2.406724133183609,-1.618420008749928,-0.7883041244336808,5.792321053248394,0,1,1,-2.406724133183609
207021160,475,2.7,0.17575913535769427,0.42794729053625535,0.07521564576332022,6.163314804034641,-2.5873960143035575,-1.7386407703665954,-0.8487552439369622,6.694618134833935,0,1,1,-2.5873960143035575
207021424,497,2.8,0.21170970614425647,0.5297345584481878,0.1121499477035233,6.208590026096629,-2.187918484324336,-1.5525392533129434,-0.6353792310113926,4.7869872940480995,0,1,1,-2.187918484324336
207021425,460,2.6,0.1727292065517975,0.565872913161641,0.09774277929956446,6.131226489483141,-2.3254159519032793,-1.7560301908624525,-0.5693857610408267,5.407559349366235,0,1,1,-2.3254159519032793
207031161,420,2.6,0.2171945701357466,0.3613950963539311,0.07849305260175879,6.040254711277414,-2.5447451599987208,-1.5269616906098618,-1.0177834693888588,6.475727929336915,0,1,1,-2.5447451599987208
